comment,sentiment,main_aspect,n_star,aspects_list
mua hơn number tháng máy pin trâu xài ok mình bán hàng xài number facebook đt chạy vèo_vèo lưu_ý bác mới mua về update phần_mềm nhé fix lỗi nhé,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy phát wifi tốt truy_cập mạng ổn youtube xem tốt google assistant tiếng việt tốt quá phần_nhập liệu nhanh hơn gps định_vị địa_điểm store ứng_dụng number số ứng_dụng hữu_ích ứng_dụng đôi treo ủng_hộ number sao nhà sản_xuất_phát_triển thêm,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Neutral'), ('SER&ACC', 'Positive')]"
wifi bắt khá yếu tải mấy gb nhanh xem video chậmko xem đc,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
kiểu_dáng đẹpcầm chắc taynhưng loa nhỏ quánhân viên phục_vụ nhiệt_tình,Positive,FEATURES,4,"[('FEATURES', 'Negative'), ('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
đâu pin sạc lâu mau hết camera khá ok thất_vọng wá máy nghe nhạc to sạc number tiếng mới đầy,Neutral,CAMERA,1,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
mọi thứ tốt android number tắt thanh hướng thể tùy_chỉnh tỷ_lệ chia đôi màn_hình hơi thất_vọng,Neutral,PERFORMANCE,3,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
máy mình mua number thángđã number lần tự_động tắt ass touchlà lỗi mọi người,Negative,PERFORMANCE,4,"[('PERFORMANCE', 'Negative')]"
mới mua em thấy đáng đồng_tiền bát gạo màn đẹp độ sáng cao loa ấm chụp ảnh thật nét pin trâu nói chung_kết,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
nói thật muốn ủng_hộ hàng việt nam tuy_nhiên máy chơi game lag rật vô màn_hình cảm_ứng k nhạy hay đơ pin dùng ổn camera hơi nhoè,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Neutral')]"
mới dùng number ngày thấy chụp hình đẹp tác vụ tốt pin ổn sạc pin nhanh lắm loa mở hết công_suất dè rung,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive')]"
trải number tuần sử_dụng tôi thấy vsmart làm tốtkhông gặp lỗi hay lag sử_dụng vsmart kịp_thời đăng bản vá lỗi khắc_phục đc bất_lợi tầm giá numbertr quá ổn,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
hài_lòng về sản_phẩm phông cách phục_vụ dùng hòa lỗi yêu nv cách pv dmx ủng_hộ thêm hơn,Positive,GENERAL,5,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
dùng number tuần mọi thứ dùng ổn bảo_hành number đổi number trong number tháng ủng_hộ hàng việt nhé mọi ngườitrong phân khúc giá quá ổn luôn,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
khuyên thật chơi game tạm còn ai ny mua máy khóc đa_nhiệm kém hơn cả numberg viết cảm_ứng nhẩy linh_tinh k viêt nổi,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
máy đẹp camera chụp bình_thường vs giá numbertr camera kép một điểm cộng android number hiếm máy nào numbertr dc,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral')]"
tạm numbertrnumber giảm numbertr quá tuyệt con chơi game cung ổn đấy mn liên_quân pubg chơi giật lag tí nào,Positive,PERFORMANCE,4,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Neutral'), ('SER&ACC', 'Positive')]"
number ngày đầu trải nghiệm ip numberplus jet black cảm_giác tốt máy mượt chạy nhanh đồ_họa tốt nhìn sang chảnh ahihii,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
cảm_biến vân tay nhạy nhận_dạng khuôn_mặt chậm rùa tự_động chỉnh độ sáng màn_hình hoạt_động chính_xác đắt_giá tiền number củ,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('PRICE', 'Negative')]"
chơi ổn cấu_hình ổn giá tầm number triệu một khiến tôi khó_chịu sử_dụng điện_thoại bắt wifi quá yếu mặc_dù cập_nhật phần_mềm number bắt wifi yêumong nhà sx khắc_phục lỗi,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral')]"
tôi khuyên mọi người cập_nhật ios number tuột pin nhanh ios number apple khoá sign hạ xuống đc,Negative,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
mới mua máy number ngày tất_cả mọi thứ ok mk đêm giảm tận number đi ngủ tắt hết chức_năng hơi thất_vọng chút,Neutral,BATTERY,3,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
rõ_ràng mua máy khuyến_mãi mình hỏi nhân_viên tgdd mới kiểm_tra báo xong mua ốp lưng giảm number ngày number đến number hôm mình mua number giảm_giá lấy mình giá gốc,Negative,SER&ACC,2,"[('SER&ACC', 'Negative')]"
mọi thứ ổn người khó_tính pin sd máy dc numberh tụt number sd zalo fb vv,Neutral,BATTERY,3,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
máy xài ok pin cực trâu cam tốt game mượt nhân_viên tư_vấn nhiệt_tình đáng đồng_tiền,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
biết số minh đen hay sao mua máy loạn cảm_ứng đổi numberlần loạn cảm_ứng hết cấu_hình tốt nhất chiến game ngon ma lỗi cảm_ứng ức_chế lắm,Neutral,FEATURES,2,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive')]"
pin number trâu lắm điện_thoại chai pin tôi làm mọi cách tiết_kiệm pin hình sạc nhanh chơi game max ổn numbers hàng việt,Positive,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
tôi xài hơn một tháng khỏi chế đi mua tới giờ bao_giờ tgdd đâu xài ốp lưng mới mặt lưng tôi trầu xước,Negative,DESIGN,5,"[('DESIGN', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Neutral')]"
mình mua đc number tuần sao thấy cảm_ứng mình lướt fb vs youtube thấy ko mượt cứng lướt kiểu mỏi tay ko biết lỗi hay dòng nó,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
bắt mạng quá yếu trách_nhiệm nhà bán hàng cao pin nhanh hết tóm mọi người mua,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
tuyệt_vời người chơi game ổn nghe nhạc lướt face web nọ tuyệt ko j thêm,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
tạm đánh_giá chụp ảnh hơi lâu vi deo cóa_vẻ máy hơi đơcòn mọi thứ khá tốt,Negative,CAMERA,4,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
numbertuân sd đt sạc numberpt pin nhung chua toi numberp tuột numberpt pin mn ý_định mua sn kỹ nha,Negative,BATTERY,2,"[('BATTERY', 'Negative'), ('GENERAL', 'Neutral')]"
máy ngon xài vụ thông_thường mượt bắt wifi tốt k người review pin ổn xài khoảng number ngày sạc pin khá nhanh camera tạm ổn chơi game ổn k biết bản numberg ram thế_nào bản numberg mình xải hài_lòng,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
màn_hình thân máy hở thấy keo hết trơn thế đem tgdd bảo k sao cả chất_lượng thái_độ phục_vụ bán hàng quá kém,Negative,DESIGN,1,"[('DESIGN', 'Negative'), ('SER&ACC', 'Negative')]"
npos tầm gí number tr tôi thấu dòng sản_phẩm khá ổn mùa đc number tuần trải nghiệm thấy chơi game tốt pin ổn_định chơi game lâu ko nóng máy,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mk mua tgdđ sao cài bản rom eu mk k biết đổi sang rom quốc_tế mk cập_nhật miui number đk k mn biết chỗ nào đổi sang bản rom quốc_tế mk ạ mk cảm_ơn,Negative,SER&ACC,3,"[('SER&ACC', 'Negative')]"
mình mua trả gộp number lãi_suất xét hồ_sơ shop mất number phút tắm_gội nhanh ban_đầu tình mua anumber suy_nghĩ mình anumber luôn màn_hình lớn coi phim chơi game quá hơn number ngày xài máy mình thấy quá ok nói_chung đáng tiền,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
đổi sản_phẩm thứ number máy hoạt_động tốt máy mạnh_mẽ ngon_lành mọi người mua máy ở thế_giới di_động khỏi lo bảo_hành tuy hơi cao hơn giá hơn nhân_viên cửa_hàng khỏi nói quá tốt quá ân khâu bảo_vệ giữ xe tới nhân_viên bán hàng kể_cả nhân_viên bảo_hành thít nhất thái_độ nhân_viên dmx,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy chơi out chơi tốt delay nhân_vật hoài khuyên anh_em mua con khác quá yếu tỏng vivo unumber bạn mình chs tốt hẳn mặc_dù mua number tháng,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy mới mua trả_góp đc number thángbắt sóng yếu numberg wifi yếu pin tuột nhanhchán giờ muốn đổi máy khác đc k chán máy ông sam quá,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
sao nói pin xiaomi redmi note number pro sử_dụng hơn number ngày em xài number ngày hết sạch ạ,Negative,BATTERY,5,"[('BATTERY', 'Negative')]"
tgdd thông_báo khách_hàng biết cập_nhật phần_mềm mới cá_nhân mình cập_nhật cảm_thấy máy sài ổn còn tình_trạng lag còn mượt cảm_biến hay nhận_diện cải_thiện nói_chung máy anumber sử_dụng tuyệt,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
vân tay hơi chậm pin bỏ k number ngày tuột number camera đẹp lắm,Negative,CAMERA,4,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral')]"
sản_phẩm vin dần_dà tối_ưu cấu_hình quá ngon trong tầm giá đặt bàn cân sp việt nam ngon hơn đồ tàu,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('SER&ACC', 'Positive')]"
máy ngon pin trâu màn_hình ok chơi game mượt camera sắc nét sạc nhanh numberg nhanh vừ tậu number em chơi ok thank,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy ngon phát wifi quá tốt ghe gọi rõ chắc_chắn mua tuyệt_vời number sao mình đánh number sao,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('GENERAL', 'Positive')]"
ổn lắm cảm_thấy nó kh bằng snumber hay snumber camera giá v hơi cao,Negative,CAMERA,2,"[('CAMERA', 'Positive'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
cảm_nhận đến thế di_động nhận tiếp_đón tư_vấn nhiệt_tình tuy mua sản_phẩm ở hay cố trong quá_trình sử_dụng mình mua điện_thoại oppo anumber mới hơn một tháng rơi_rớt giờ hư màn_hình buồn mong nhận hỗ_trợ thế_giới di_dộng mình xin cám_ơn,Negative,SCREEN,1,"[('SCREEN', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
chị nv tận_tình tư_vấn còn về đt mình ms mua hqua thấy máy xài tốt nhất trog tầm numbertr nhìu bạn ns rmcnumber nhưg riêng mình thấy máy ổnđể mình xài thêm number tg nx coi máy vc j ko bạn nào ý_định mua đt trong tầm numbertr lựa_chọn tốt ko thể tốt hơn mấy bạn mua nó đi mọi ng ko cảm_thấy hối_tiếc,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sd number tháng number tháng number tất_cả tốt bình_thường sao thấy mn lỗi kia_thế,Positive,GENERAL,5,"[('GENERAL', 'Positive')]"
máy mượt pin lâu hếtchơi game nào giá rẻ mới mua một tuần number g lưu_trữ thoải_mái nhìn bên ngoài đẹp,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('STORAGE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive')]"
giá rẻ chất_lượng tốt dùng thích gọi video tuyệt cả mong đợibảo hành lâu yên_tâm,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình mới mua sản_phẩm hơn tuần nói_chung xài ok gọi chập_chờn âm_thanh nhỏ mình muốn đổi máy sáng hãng khác,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
number trong con máy lm mục_đích xuất chip pnumber mediatek tồn_kho máy giật lag ko hề xứng giá number triệu,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Negative')]"
sản_phẩm quá tệ trong tầm giápin tụt nhanhthất vọng về oppo thua cả samsungmới mua đem đổi trả mất number,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
tụi chỉnh ảnh ở phía đấy chời pin còn nhanh hết,Negative,CAMERA,3,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative')]"
tôi cực_kì k hài_lòng về sản_phẩm mua number tháng mấy sản_phẩm lỗi liên_tục bên tgdd đổi tôi mới lỗi đem hãng bảo hàng samsung nói sản_phẩm bình_thường đt lỗi hao pin nhanh treo máymáy nóng sạc pin k tôi mong number câu trả_lời thỏa_đáng tgdd,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
loa oppo anumber nghe rè máy hay lỗi mình nghe mấy nhạc sàn nó rè làm_sao ấy,Negative,FEATURES,4,"[('FEATURES', 'Negative')]"
quá tuyệt_vời pin khá bền chụp ảnh đẹp tôi luôn tin_dùng dòng iphone độ bảo_mật khá cao,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
mua numberh pin yếu số quảng_cáo numberap con pin tương_đương numberap camera ổn độ nhậy màn_hình kén samsung jnumber,Negative,CAMERA,3,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative')]"
sạt nhanh pin cũg xài nhanh hêt máy nhanh nóng cảm_ứng ko nhãy lăm chắc xài cường_lực number nhược_điểm mh xài máy trong number tháng quacòn máy xài ok,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
sản_phẩm mình mua thế_giới di_động nha máy mượt chụp ảnh đẹppin trâu lắmthich hợp mình làm vlog chụp hình ngoại_cảnh nha mọi ngườimua number tháng rồiko chêcho number sao va nhân_viên nhiệt_tình,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
cảm_giác sử_dụng tốt pin trâu trải nhiệm oke thích tặng sạc nhanh máy còn chậm lưu ảnh còn mọi thứ oki,Neutral,BATTERY,4,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
mới mua dùng ngày đầu_tiên quá nãn đêm tụt number pin samsung kém quá,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy miếng dán màn_hình ngắn quámáy sao pin numbermah nhanh hetbpin wadùng dk number ngày,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('SER&ACC', 'Negative')]"
máy dùng ok nhân_viên tư_vấn nhiệt_tình mong sẻ ủng_hộ tgdd nhìu hơn tôi mua đc number nguyễn sinh cung tp huế nhé,Positive,GENERAL,5,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mua number tháng gzi nói_chung oknv thế_giới di_động nhiệt_tình okemà kết sam sung mở khóa vân tay chậm ăn luôn,Positive,FEATURES,5,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình dùng gần number tháng thấy ổn chơi pubg liên_quân thấy ok tội thấy nóng còn máy kia lỗi rõ nguyên_nhân nói_chung mình dùng thấy ổn đáng chê,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
mua number tháng đt xuống giá hơn numbertr ko thể tin giá numbertrnumber đáng_lẽ phiên_bản numbergb đằng mua bản numbergb vớ giá numbertrnumber giờ còn numbertrnumber,Negative,PRICE,1,"[('PRICE', 'Negative')]"
ip number plus máy xài ok mới mua hôm wa về xài rất ok lướt wed gió rất hài_lòng,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mua máy hôm numberhình thức kiểu_dáng đẹpsamsung bao_giờ làm thấp vọng về kiểu dángmáy mình thấy ok tầm giákhông đòi_hỏi caochơi game mình iphone rồimọi thứ ok pin tụt hơi nhanh,Positive,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
con kém xa nokia number plus giá cắt_cổ camera number chấm ko bằng number chấm number plus,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
ngon bổ rẻ dùng ngại thương_hiệu lạ dùng đi tiện_lợi chơi game tốt pin trâu cảm_biến nhậy sạc nhanh tiện_ích dòng giá cao mới hi_vọng sạc type c number nhân_viên tgdd tư_vấn ok lắm chế_độ rõ_ràng hỗ_trợ hết_mình mua đồ điện điện_tử tgdd đến dmx chế_độ hậu_mãi khách_hàng thân_thiết,Positive,FEATURES,4,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
